,x,y,labels,headline,created_at,Topic,top_n_words,size
0,10.534299,1.3184407,204,Dannenröder Forst: Stacheldraht und Pyros – Jetzt beginnt die Räumung,2020-11-10,204,spathelf | geller | wald | baumarten | wälder | insekten | wäldern,7
1,10.20603,1.5972469,204,Naturschutz: Europas Maßnahmen wirken nur mäßig,2020-10-19,204,spathelf | geller | wald | baumarten | wälder | insekten | wäldern,7
2,9.749689,1.9254426,204,Laubbläser: So schädlich sind die Gartengeräte für Tier und Mensch,2020-10-04,204,spathelf | geller | wald | baumarten | wälder | insekten | wäldern,7
3,10.162035,1.455008,204,Waldsterben: Diese Baumarten machen den Wald für die Zukunft stark,2020-10-01,204,spathelf | geller | wald | baumarten | wälder | insekten | wäldern,7
4,10.10521,1.866713,204,Insektensterben: Warum Deutschlands Wiesen immer mehr verstummen,2020-08-21,204,spathelf | geller | wald | baumarten | wälder | insekten | wäldern,7
5,11.589784,1.9145114,204,Neue Studie: Wälder der Welt sind wervoller als der Aktienmarkt,2020-08-08,204,spathelf | geller | wald | baumarten | wälder | insekten | wäldern,7
6,9.4623375,1.3571922,204,Einhundert Mammutbäume stehen an der holländischen Grenze,2020-08-07,204,spathelf | geller | wald | baumarten | wälder | insekten | wäldern,7
7,12.820578,2.911778,-1,"Macron für Schengen-Reform, Kurz fordert striktes Vorgehen gegen Gefährder",2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
8,4.045031,-4.2017612,-1,DFB: Ilkay Gündogan erzählt von emotionalem Telefonat mit Großvater,2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
9,9.62969,1.6548685,-1,Die Büsche müssen weg - das ist das Ende des Kirschlorbeers,2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
10,11.171709,3.6227677,-1,"IM „Flame“: Der Stasi-Spitzel, der aus Dänemark kam",2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
11,12.893936,1.8787042,-1,Schlacht um Moskau: Als Hitler sich den Oberbefehl über das Heer griff,2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
12,11.574089,2.6704106,-1,Hamburg richtet Meldestelle zu Rechtsextremismus ein,2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
13,11.623743,-1.8607024,-1,"Janis McDavid: Keine Arme, keine Beine - Rennfahrer",2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
14,8.449161,1.2238826,-1,Efraim Habermann: Abends bei einem Angehörigen der Risikogruppe,2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
15,8.399881,-0.49192816,-1,Hamburger Presseclub: Medienmacher diskutieren über ihre Corona-Erkenntnisse,2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
16,10.292355,2.4778829,-1,Rezeptpflichtige Apps für einen Euro – Gründer löst Empörung aus,2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
17,12.015224,0.46556783,-1,Schuldner-Atlas: Überschuldung und Armut treffen zunehmend die Alten,2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
18,9.244529,0.14955942,-1,Berliner Ensemble: „Endlich stört die Kunst nicht mehr“,2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
19,10.009748,2.6969762,-1,Poliopandemien: Vom Segen des Impfstoffs,2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
20,9.397407,0.41691455,-1,11.11.: Schluss mit lustig?,2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
21,11.879323,-1.2293111,-1,Countryman von Mini: Plugin-Hybrid scheitert an der 60-Kilometer-Marke,2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
22,8.05442,1.4123362,-1,Mythen: Was Herakles mit Gibraltar zu tun hat,2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
23,11.739183,3.4459288,-1,Querdenken-Debakel: Das Bild vom hässlichen Ossi - doch wieso schwäbelt der?,2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
24,11.840415,2.514536,-1,Kritik an Seenotrettung: „Ein Christ kann ertrinken lassen“ – Pfarrer verlässt Gemeinde,2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
25,9.75799,1.5377269,-1,Religion: Frauen können Krisen besser bewältigen,2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
26,10.678511,2.6012547,-1,Corona: Neuinfektionen unter Vorwochenstand – stagnieren die Zahlen?,2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
27,9.917643,-0.22508483,-1,"Riesenexplosion 1944: „Das Erste, was ich sah, war die eine Hälfte des Körpers meines Kameraden“",2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
28,9.912946,5.0711393,-1,Würzburg: Rentner wegen Totschlags von kranker Frau vor Gericht,2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
29,13.840502,2.6333015,-1,USA: Nach Trumps Wahlparty gibt es zwei neue Corona-Fälle im Weißen Haus,2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
30,3.7410545,-5.0979366,-1,Fußball: Was den Deutschen an ihrer Nationalmannschaft nicht passt,2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
31,3.297929,-4.8743706,-1,Würzburg: Magaths zynischer Kommentar zur Entlassung von Trainer Antwerpen,2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
32,9.835445,2.5427322,-1,Biontech-Gründer Ugur Sahin: Brillant und standhaft – auf dieses Genie schaut die ganze Welt,2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
33,10.869487,5.425872,-1,Stuttgart: Haftstrafe für jungen Randalierer nach Krawallnacht,2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
34,10.735479,0.3841859,-1,Sophienschule: Großspender ermöglicht Schulneubau der Katholischen Kirche,2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
35,4.0444236,-4.1082807,-1,Amateur-Fußball: Ich habe drei Sonntage ausgeschlafen - langsam reicht es,2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
36,3.6386232,-3.3202817,-1,Treffen in Frankfurt: Vier Klubs ausgebootet – „G15“ spaltet die Bundesliga,2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
37,11.367946,4.1029744,-1,Deradikalisierung: „Terroristen sind geübt in der Manipulation“,2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
38,10.711809,-1.3453262,-1,EU-Wettbewerbshüter werfen Amazon Verstoß gegen Kartellvorschriften vor,2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
39,7.8476205,1.6291405,-1,Auf Weltreise: Warum lächeln die Menschen in Bulgarien nicht?,2020-11-10,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
40,8.830231,2.0777812,-1,Horoskop: So wird die Woche vom 9. bis 15. November 2020,2020-11-09,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
41,11.826124,-0.5252153,-1,Neues Projekt der Landesregierung - NRW auf Wasserstoff-Vormarsch,2020-11-09,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
42,10.460172,-1.8785888,-1,Peaq: Start-up könnte eines der größten Probleme von E-Autos lösen,2020-11-09,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
43,10.501212,-1.5720594,-1,Wordpress: So erstellen Sie Web-Seiten nach dem Baukasten-Prinzip,2020-11-09,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
44,2.452132,-4.487119,-1,BVB: Watzke forciert Bundesliga-Debüt von Youssoufa Moukoko,2020-11-09,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
45,11.318571,5.5352426,-1,Berlin-Neukölln: Streit im Clan-Milieu mit Stühlen und Shishas,2020-11-09,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
46,11.987151,0.49167487,-1,Forderungen der IG Metall: 4-Tage-Woche soll Antwort auf die Krise sein,2020-11-09,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
47,11.8592615,2.7112854,-1,Wenn der Grindel in Hamburg leuchtet – Gedenken an Pogrome von 1938,2020-11-09,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
48,1.9494979,-4.650392,-1,PSG: Thomas Tuchel platzt im TV-Interview der Kragen,2020-11-09,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
49,11.126876,-0.17627518,-1,Mobilität: Den meisten Flugtaxi-Projekten droht der Absturz,2020-11-09,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
50,9.354529,2.4956536,-1,Zahnärztin erzählt: „Er war seit den 80er-Jahren nicht mehr beim Zahnarzt“,2020-11-09,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
51,8.672986,0.9802423,-1,9. November: Jüdische Gemeinde Hamburg bekommt Thorakrone zurück,2020-11-09,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
52,11.952439,2.9031703,-1,Nach Demonstration: CDU und FDP fordern härteren Kurs gegen Islamisten,2020-11-09,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
53,10.35093,0.010704537,-1,Hamburger Hafen: Größtes Containerschiff der Welt kann dort nicht volltanken,2020-11-09,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
54,10.23779,0.015359244,-1,Kreuzfahrt-Experte Illes: „Feindbild des hässlichen Massentourismus“,2020-11-09,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
55,11.677183,3.216384,-1,Halle: Kita-Erzieherin nach Schlägen bei „Querdenken“-Demo freigestellt ,2020-11-09,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
56,6.148269,1.544805,-1,Royals: Harry und Meghan inszenieren ihr ganz eigenes Kriegsgedenken,2020-11-09,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
57,12.314347,0.397509,-1,Generationenvertrag: Corona-Krise wird zur Billionen-Last für die Jungen,2020-11-09,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
58,10.778703,2.4779449,-1,Corona in Hamburg: Die Lage in den Kliniken wird schwieriger,2020-11-09,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
59,9.67584,4.169907,-1,"Kriegsende 1945: „Rache ist sauer“, erkannte George Orwell",2020-11-09,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
60,9.04309,0.13053693,-1,Literaturhotels: Schriftsteller zieht eine Art Hassliebe ins Hotel,2020-11-09,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
61,12.248273,0.36320865,-1,Mehrwertsteuersenkung: Deutsche Kunden sparen im Supermarkt mehr Geld als österreichische,2020-11-09,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
62,4.07319,-5.330355,-1,Zweite Bundesliga: Spitzenspiel im Norden – Holstein Kiel will den HSV überraschen,2020-11-09,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
63,10.698389,2.7402105,-1,Nach Risikokontakt: Merz vorsorglich wieder in Corona-Quarantäne,2020-11-09,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
64,13.924323,2.2327824,-1,Boeing: EU führt im Subventionsstreit Zölle auf US-Produkte ein,2020-11-09,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
65,9.611436,-0.09809148,-1,Vendée Globe: Mit 70 km/h und ohne Toilette dem Paradies entgegen,2020-11-08,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
66,5.749168,4.310444,-1,Henry Kissinger: „I like Joe Biden as a human being”,2020-11-08,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
67,12.5350895,1.7434528,-1,Baden-Württemberg: Kleinparteien erheben Vorwurf gegen Grün-Schwarz,2020-11-08,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
68,11.959379,3.1692114,-1,Antisemitismus-Komödie „Das Unwort“: Ein trauriges Zeugnis öffentlich-rechtlicher Realitätsverniedlichung,2020-11-08,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
69,10.85795,-0.1302819,-1,Berlin-Tegel: Flughafen nach letztem Air-France-Start endgültig geschlossen,2020-11-08,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
70,10.646918,5.0711913,-1,Wien: „Ein Anschlag gegen das freie Leben“,2020-11-08,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
71,6.624376,0.98604953,-1,Kamala Harris: Symbolik hinter dem weißen Anzug der Vizepräsidentin,2020-11-08,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
72,12.028,2.665643,-1,Dobrindt attackiert Maas: „Islamistischer Terror in einer neuen brutalen Qualität“,2020-11-08,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
73,12.376736,3.9654384,-1,Siegesrede nach US-Wahl: Nur einmal erwähnt Biden den Namen Trumps,2020-11-08,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
74,11.454185,-1.0099728,-1,US-Auftrag: Siemens programmiert digitales Pearl Harbor,2020-11-08,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
75,3.028114,-5.488553,-1,BVB - FC Bayern: Resultat zeigt Wahrheit über Bundesliga ungeschminkt,2020-11-08,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
76,6.3633013,0.45945242,-1,"Shopping: Die besten Dinge, um diesen Corona-Winter zu verschönern",2020-11-08,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
77,3.2396314,-5.132658,-1,Borussia Dortmund: Niederlage ist eine bittere Bestätigung für Favre,2020-11-08,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
78,7.1257005,0.19679967,-1,"Glenn Martens: Einer, der den Sprung aus der Nische in den Mainstream wagt",2020-11-08,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
79,3.032376,-5.324189,-1,"Auslosung DFB-Pokal: FC Bayern lässt WhatsApp bimmeln, BVB nach Braunschweig",2020-11-08,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
80,14.193146,2.5658429,-1,"Neuer US-Präsident Joe Biden: Das erstaunliche Comeback des alten, weißen Mannes",2020-11-08,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
81,7.063641,-2.987439,-1,World-Cup-Halbfinale: Clemens und Hopp schreiben Darts-Geschichte,2020-11-08,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
82,10.143559,-1.534643,-1,Netflix: Streaming-Dienst startet linearen Kanal im TV-Stil,2020-11-08,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
83,11.384388,2.2493315,-1,Eskalation bei Demo: Nach „Querdenker“-Fiasko bricht der Streit über die Schuldfrage los,2020-11-08,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
84,2.9408653,-5.3372993,-1,World Cup of Darts: Deutsches Doppel bereit für van Gerwen und Noppert,2020-11-08,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
85,8.33554,2.2261853,-1,Blasenentzündung und Inkontinenz: Was tun bei Blasenproblemen?,2020-11-08,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
86,10.386128,2.4103658,-1,Covid: Höchststand der Corona-Kranken auf Intensivstationen fast erreicht,2020-11-08,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
87,9.812182,2.4570887,-1,Corona-Folgen: Psychische Probleme nehmen deutlich zu,2020-11-08,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
88,3.0350564,-5.705738,-1,Spektakel: Leverkusen siegt im Scheibenschießen mit Mönchengladbach,2020-11-08,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
89,11.016232,2.239236,-1,Anti-Corona-Demos: Wir sind auch in der Krise kein Obrigkeitsstaat,2020-11-07,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
90,11.942296,0.13622467,-1,Wechsel von Ölheizung auf Wärmepumpe: Austausch ist lukrativ wie nie,2020-11-07,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
91,2.3878992,-5.338057,-1,Premier League: „Stop the count“ - Grüße von Hasenhüttls Spitzenteam,2020-11-07,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
92,14.049165,2.6066632,-1,Podcast US-Wahl: Wie könnte Trump gegen einen Biden-Sieg vorgehen?,2020-11-07,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
93,3.5163395,-4.815633,-1,BVB - FC Bayern: Unter Tränen wird Joshua Kimmich vom Feld geführt,2020-11-07,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
94,6.307571,0.4283128,-1,Trend-Ratgeber: Was tragen Männer diesen Winter?,2020-11-07,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
95,12.061678,3.0447724,-1,Terror in Wien: Einzeltäter? Von wegen!,2020-11-07,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
96,12.846788,3.194483,-1,„Graue Wölfe“ in Deutschland: „Bis zu 20.000 türkische Ultranationalisten“,2020-11-07,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
97,9.883495,4.776013,-1,Frauenmörder Landru: Im Ofen fanden sich 250 Menschenknochen,2020-11-07,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
98,6.9730024,-2.93184,-1,Gabriel Clemens und Max Hopp: Plötzlich gilt Deutschland beim World Cup of Darts als Favorit,2020-11-07,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
99,10.1420355,2.5138578,-1,Ansteckungsgefahr: Wie sicher ist das Krankenhaus?,2020-11-07,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
100,2.3080962,-4.2905083,-1,FC Bayern sucht „gesichtsschonenden Weg“ im Fall David Alaba,2020-11-07,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
101,10.502322,-1.4190737,-1,Kinder-Influencer: So problematisch sind die beliebten Videos,2020-11-07,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
102,14.216092,2.5625074,-1,CNN erklärt Joe Biden zum Sieger in Pennsylvania und zum Präsidenten,2020-11-07,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
103,12.317968,3.9940083,-1,US-Wahl 2020: Vor dem Weißen Haus recken sie Trump bereits „Game-Over“-Schilder entgegen,2020-11-07,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
104,10.432451,0.9370476,-1,Digitalisierung: Tausenden Geschäften ohne Online-Handel droht das Aus,2020-11-07,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
105,7.796583,1.9655172,-1,"Partnerschaft: Drei kleine Geheimnisse, die Ihre Liebe festigen",2020-11-07,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
106,11.768112,2.7593246,-1,"Medizinethikerin Alena Buyx: „Das heißt nicht, dass wir nicht mehr lachen“",2020-11-07,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
107,9.150827,0.71709794,-1,Corona-Politik: Das Scheitern der Museen an sich selbst,2020-11-07,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
108,14.59161,2.109852,-1,Joshua Wong: Die Welt ist an Hongkongs Seite,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
109,11.991838,1.479898,-1,Heinrich Bedford-Strohm: „353 Menschen gerettet – das spricht für sich“,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
110,10.499249,5.1500278,-1,Augsburg: Nach tödlichem Schlag – 17-Jähriger mit Gefängnisstrafe,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
111,9.443403,2.3711252,-1,"Herzinfarktrisiko: Wenn Mutter gesund lebt, leben die Kinder länger",2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
112,13.102173,2.1117027,-1,Podcast: Wenn sich deutsche Medien über Trump wundern,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
113,2.428366,-4.6371236,-1,"Arbeiten in Portugal: „Wir sind auch junge Menschen, die Wünsche und Träume haben“",2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
114,11.417405,0.6650874,-1,Städtebau: Das wahre Außmaß des deutschen Wohnungs-Dilemmas,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
115,6.3763137,-3.54241,-1,Podcast: So werden Sie zum finanziellen Gewinner der US-Wahl,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
116,10.19747,2.9944253,-1,Lobbyregister soll in NRW für mehr Transparenz sorgen,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
117,11.7902355,6.689947,-1,Hamburg: Polizei stoppt Autofahrer nach Verfolgungsjagd durch Hamburg,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
118,9.7417345,1.0182651,-1,USA: Manchmal bin ich fassungslos über die Geduld der Amerikaner,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
119,11.753287,2.4056878,-1,Hamburg: Grüne wollen „Rasse“-Begriff soll aus Grundgesetz streichen,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
120,11.412425,2.002789,-1,Politik per Verordnung: „Das ist ein Freifahrschein für Grundrechtseingriffe“,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
121,9.292061,0.20877893,-1,Aumio: Mit dieser App sollen Kinder zur Gelassenheit finden,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
122,8.956919,1.5367088,-1,Flucht aus Ostpreußen: Die Geschichte eines 1945 Vertriebenen,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
123,10.807893,2.3167791,-1,Corona-Pandemie: 800 Kölner infiziert – ohne es zu wissen,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
124,14.110257,2.509459,-1,"US-Wahl: Joe Biden, der Fast-Präsident",2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
125,9.381196,2.115239,-1,Corona & Sprache: „Der Begriff ‚Wellenbrecher‘ wurde gezielt eingeführt“,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
126,13.517832,2.3287315,-1,Greta Thunberg verspottet Trump auf Twitter: „So lächerlich“,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
127,10.115014,-0.13467936,-1,Wirtschaft: Weltgrößtes Containerschiff mit LNG-Antrieb in Hamburg,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
128,10.577767,2.3190498,-1,Erneuter Anstieg – 3320 Corona-Klinikpatienten in NRW,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
129,11.377322,0.2675228,-1,Flixbus-Chef: „Busunternehmen werden von den Leasingraten aufgefressen“,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
130,11.018587,1.8112246,-1,Kulturministerin von NRW appelliert an die Kulturbranche,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
131,12.610712,0.6755243,-1,WELT European Summit: Laschet sieht Pandemie als Bewährungsprobe im Kampf mit dem System China,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
132,10.845357,2.354323,-1,Deutscher Hotspot: Augsburgs Corona-Inzidenz steigt auf 370,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
133,12.106407,2.1080391,-1,Franziska Giffey: Droht ihr doch noch der Entzug des Doktortitels?,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
134,9.156045,1.5185157,-1,Norbert Wiechers baut in Horstmar ein Schweinemuseum,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
135,13.868801,2.4637537,-1,Trump vs. Biden: Wie reagiert die Bundesregierung auf die offene Lage in den USA?,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
136,4.345452,-3.222366,-1,Corona-Test: Gegen Immobile und Lazio wird ein böser Verdacht laut,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
137,14.204085,2.5347056,-1,"Biden vs. Trump: Warum sich niemand traut, den Wahl-Sieger auszurufen",2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
138,10.975001,4.7254386,-1,Rote Armee Fraktion: So kamen Schusswaffen in den Hochsicherheitstrakt,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
139,10.43738,4.4503393,-1,Politische Gefangene: Deutsche im Iran „zunehmend im Fadenkreuz“,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
140,12.608092,2.8215692,-1,Gastbeitrag: Wir brauchen einen EU-Kommissar für Innere Sicherheit,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
141,7.114856,0.73962986,-1,Corona: Lena Meyer-Landrut hat der Lockdown persönlich gut getan,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
142,8.67518,2.327998,-1,„Im Gefängnis machte ich meinen Körper zur Waffe“,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
143,10.282785,2.9067078,-1,Dänemark will Millionen Nerze töten: Tiere tragen mutierte Corona-Variante,2020-11-06,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
144,9.78936,1.890275,-1,Corona: Wir Älteren sollten weniger zornig auf die Jugend sein,2020-11-05,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
145,12.365665,3.9498575,-1,US-Wahl: Arroganz spaltet,2020-11-05,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
146,8.438697,-1.6194357,-1,1.FC Union: „Stark asozial“ - Max Kruse beschwert sich über Radarkontrolle,2020-11-05,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
147,12.375733,1.4100697,-1,Berateraffäre der Bundeswehr: Bloß noch Randnotiz im Bundestag,2020-11-05,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
148,11.460116,1.3649945,-1,Corona und Pflege: „Viele Mitarbeiter sind seit Wochen in Quarantäne“,2020-11-05,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
149,11.789047,1.3616426,-1,Integration: Warum junge Migranten so schwer einen Ausbildungsplatz finden,2020-11-05,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
150,12.048937,0.53377366,-1,Corona: So bekommen Sie die November-Soforthilfen,2020-11-05,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
151,10.3038645,1.2422705,-1,Coronavirus: Das sinnfreie Hamstern geht wieder los,2020-11-05,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
152,13.000274,2.5582283,-1,Ab Januar kann Brüssel teure Sanktionen gegen Ungarn und Polen verhängen,2020-11-05,-1,schalke | bvb | dfb | favre | ki | bushido | sachsen,2664
